"Название товара","Ссылка на продавца","Ссылка на чат"
"cinta para correr","https://es.wallapop.com/item/cinta-para-correr-868454597","https://es.wallapop.com/app/chat?itemId=mzn87gx212zn"
"Polo Lacoste NUEVO","https://es.wallapop.com/item/polo-lacoste-nuevo-868454732","https://es.wallapop.com/app/chat?itemId=qzmy09werlzv"
"Masaje relajante","https://es.wallapop.com/item/masaje-868454413","https://es.wallapop.com/app/chat?itemId=pj950klmx0ze"
"Mesa Auxiliar ","https://es.wallapop.com/item/mesa-auxiliar-868454953","https://es.wallapop.com/app/chat?itemId=qjwpgenr2ezo"
"cerrajero barato! 643532031","https://es.wallapop.com/item/cerrajero-barato-643532031-868456905","https://es.wallapop.com/app/chat?itemId=qjwpgenq5qzo"
"mochila portabebe koala","https://es.wallapop.com/item/mochila-portabebe-koala-868454410","https://es.wallapop.com/app/chat?itemId=8j3ekml452z9"
"zapatos tacones  aguja talla 37 ","https://es.wallapop.com/item/zapatos-tacones-aguja-talla-37-868454727","https://es.wallapop.com/app/chat?itemId=nz001gl453zo"
"conjunto  salón ","https://es.wallapop.com/item/conjunto-salon-868455037","https://es.wallapop.com/app/chat?itemId=pj950kl4r0ze"
"cafetera express Thera retro","https://es.wallapop.com/item/cafetera-express-thera-retro-868454822","https://es.wallapop.com/app/chat?itemId=8z84pql8ql63"
"Piso en alquiler","https://es.wallapop.com/item/piso-en-alquiler-868454691","https://es.wallapop.com/app/chat?itemId=vjrrmk3q79jk"
"Traje de nazareno Hermandad Las Cigarreras Sevilla","https://es.wallapop.com/item/traje-de-nazareno-hermandad-las-cigarreras-sevilla-868454955","https://es.wallapop.com/app/chat?itemId=p61ymvl85765"
"Habitación en alquiler","https://es.wallapop.com/item/habitacion-en-alquiler-868455132","https://es.wallapop.com/app/chat?itemId=qzmy09wmw1zv"
"Figura Jirafa decoración","https://es.wallapop.com/item/figura-jirafa-decoracion-868454361","https://es.wallapop.com/app/chat?itemId=pj950klm4vze"
