"Название товара","Ссылка на продавца","Ссылка на чат"
"Jersey NOSECRETS MILANO talla M ","https://es.wallapop.com/item/jersey-nosecrets-milano-talla-m-871054159","https://es.wallapop.com/app/chat?itemId=0j23oqg8vn6y"
"José segura ","https://es.wallapop.com/item/jose-segura-871054133","https://es.wallapop.com/app/chat?itemId=xzorw7dg92z9"
"Cama","https://es.wallapop.com/item/cama-871054826","https://es.wallapop.com/app/chat?itemId=pzprxw5dv963"
"libro gramática francesa del estudiante","https://es.wallapop.com/item/libro-gramatica-francesa-del-estudiante-871054309","https://es.wallapop.com/app/chat?itemId=xzorw7dxlwz9"
"Botas Adidas ","https://es.wallapop.com/item/botas-adidas-871054000","https://es.wallapop.com/app/chat?itemId=e65gd9rq2kjo"
"buscó empleo en Valencia ","https://es.wallapop.com/item/busco-empleo-en-valencia-871054707","https://es.wallapop.com/app/chat?itemId=p61ymqe5w765"
"Muebles Cocina","https://es.wallapop.com/item/muebles-cocina-871054685","https://es.wallapop.com/app/chat?itemId=pj950vrn2mze"
"Bolsos Guess ","https://es.wallapop.com/item/bolsos-guess-871054689","https://es.wallapop.com/app/chat?itemId=wzvndqk27qjl"
"Iphone 13 128GB Azul","https://es.wallapop.com/item/iphone-13-128gb-azul-871054075","https://es.wallapop.com/app/chat?itemId=nz001y283ezo"
"Renault Kangoo 2009","https://es.wallapop.com/item/renault-kangoo-2009-871053856","https://es.wallapop.com/app/chat?itemId=qzmy0pvmmxzv"
"Abrigo","https://es.wallapop.com/item/abrigo-871054047","https://es.wallapop.com/app/chat?itemId=ejkkn5dm0qjx"
"Cuadro personalizado recién nacido","https://es.wallapop.com/item/cuadro-personalizado-recien-nacido-871054575","https://es.wallapop.com/app/chat?itemId=nz001y2rx3zo"
"patín oxelo color azul","https://es.wallapop.com/item/patin-oxelo-color-azul-871054491","https://es.wallapop.com/app/chat?itemId=vjrrm1p419jk"
"Trilogía ""La chica invisible""","https://es.wallapop.com/item/trilogia-la-chica-invisible-871054347","https://es.wallapop.com/app/chat?itemId=ejkkn5dp99jx"
"El Derecho Romano como Introducción al Derecho","https://es.wallapop.com/item/el-derecho-romano-como-introduccion-al-derecho-871054348","https://es.wallapop.com/app/chat?itemId=e65gd9r73gjo"
"Funda apple iphone 13 rosa","https://es.wallapop.com/item/funda-apple-iphone-13-rosa-871054180","https://es.wallapop.com/app/chat?itemId=qzmy0pvmlyzv"
"ktm 125 exc enduro ","https://es.wallapop.com/item/ktm-125-exc-enduro-871053880","https://es.wallapop.com/app/chat?itemId=qzmy0pvm7xzv"
"I phone 7","https://es.wallapop.com/item/i-phone-7-871053871","https://es.wallapop.com/app/chat?itemId=ejkkn5dmppjx"
"Honda Accord 1993","https://es.wallapop.com/item/honda-accord-1993-871053878","https://es.wallapop.com/app/chat?itemId=nzx0gqmerpz2"
"Volkswagen Polo 2012","https://es.wallapop.com/item/volkswagen-polo-etiqueta-871054628","https://es.wallapop.com/app/chat?itemId=w67ynkrxlw6x"
"poncho crochet","https://es.wallapop.com/item/poncho-crochet-871054613","https://es.wallapop.com/app/chat?itemId=pj950vrnlmze"
